0.0569924 8.19532 0.512207 122.93 
0.118001 0.149562 0.938221 124.161 
0.179296 0.285239 1.45927 125.68 
0.240869 0.861218 1.99007 129.077 
0.302656 -0.581158 2.51474 127.258 
0.364692 -0.156497 3.0295 126.851 
0.427234 -0.372661 3.52941 126.019 
0.489296 -0.665735 4.07089 124.732 
0.552586 -0.773037 4.51825 123.389 
0.614946 -1.35917 5.07933 121.295 
0.679097 -1.96791 5.50345 118.512 
0.741581 -2.05917 5.97871 115.847 
0.804853 -2.807 6.53508 112.547 
0.867899 -3.12768 6.9188 109.103 
0.932054 -3.89877 7.25526 105.049 
0.997108 -4.17133 7.6525 100.979 
1.06551 -4.84573 7.92386 96.4683 
1.13357 -5.4791 7.89219 91.4183 
1.19922 -6.49581 8.44444 85.9056 
1.26397 -7.8398 9.092 79.8234 
1.32862 -6.44588 9.33391 75.0331 
1.39536 -6.54961 9.68295 70.4216 
1.46378 -9.84151 9.55692 63.5377 
1.52883 -8.13832 9.96439 58.187 
1.59644 -6.35896 10.1898 54.1816 
1.6631 -10.5792 10.4879 47.8454 
1.72981 -9.32255 10.411 42.3486 
1.79551 -7.90639 10.6134 37.8815 
1.86398 -8.2935 10.9738 33.4546 
1.93369 -9.51352 10.5884 28.3237 
2.0009 -9.70795 10.9311 23.3802 
2.06947 -8.71795 10.6262 18.9356 
2.13614 -5.67738 11.2352 16.2678 
2.20268 -8.03963 11.4283 12.6485 
2.27067 -6.67963 11.1019 9.63523 
2.33808 -7.98468 10.9448 6.08173 
2.40506 -3.82218 11.3903 4.49 
2.47387 -6.09941 11.3846 2.01557 
2.54102 -4.57669 11.0596 0.155972 
2.60761 -5.30517 11.2675 -1.90363 
2.67333 -2.14491 11.5045 -2.69826 
2.74042 -1.5557 11.2075 -3.27457 
2.80829 -0.961061 11.2982 -3.61884 
2.87801 -2.37093 10.8272 -4.4821 
2.94584 -1.52035 10.9656 -5.0149 
3.01377 -0.397326 11.1104 -5.14897 
3.08154 -1.8229 11.0964 -5.75003 
3.14928 2.28952 11.0851 -5.01197 
3.2163 0.169772 10.9777 -4.95798 
3.28366 3.32517 11.1402 -3.93874 
3.34886 0.61229 11.1765 -3.75566 
3.41503 0.0160345 11.2118 -3.75098 
3.48432 6.42167 10.948 -1.87033 
3.55151 0.429924 10.8737 -1.74609 
3.6219 5.02599 10.8482 -0.317994 
3.68954 2.67513 10.9506 0.421265 
3.75784 1.85419 10.7608 0.933283 
3.82477 2.47185 10.9559 1.5922 
3.89451 4.86759 11.1132 2.85066 
3.96269 3.59216 10.3846 3.82801 
4.03023 -0.397062 11.2879 3.73012 
4.09988 4.91221 10.9879 4.95581 
4.16748 3.49258 10.6923 5.83828 
4.23835 4.02037 10.9382 6.81769 
4.30888 3.02776 10.5677 7.57074 
4.37893 4.28747 10.7889 8.60192 
4.44771 1.33913 10.9428 8.91557 
4.51748 6.84428 10.8989 10.5065 
4.58845 -0.599045 10.9659 10.3697 
4.65887 6.30357 10.7549 11.8219 
4.72982 0.610384 10.9499 11.9585 
4.80267 2.25253 10.6869 12.47 
4.87025 -1.46352 11.2405 12.1572 
4.93933 5.91253 11.5754 13.3735 
5.00745 2.12527 11.1693 13.8225 
5.07792 -0.505639 11.6713 13.7211 
5.15028 3.55388 10.9504 14.4739 
5.22002 -1.5977 11.1306 14.1438 
5.28997 2.80512 11.6376 14.6938 
5.35971 -0.422029 11.4417 14.6103 
5.43002 -1.20855 11.6394 14.3771 
5.50329 -0.432088 11.5274 14.2935 
5.57432 1.21698 11.3249 14.5312 
5.64487 2.35351 11.5169 14.9798 
5.71236 0.750636 12.0053 15.1161 
5.78169 -2.5679 12.1553 14.6587 
5.8497 2.35639 11.9997 15.081 
5.92165 -3.72275 12.2975 14.4344 
5.9938 0.484336 11.6784 14.5223 
6.06351 -1.0133 12.1338 14.3464 
6.13581 -2.10769 11.9301 13.9767 
6.2047 0.734462 11.9662 14.1043 
6.27449 3.76192 12.5242 14.7248 
6.3457 -2.20308 12.3729 14.3592 
6.41548 -5.07579 12.2531 13.5144 
6.48751 2.73907 12.4885 13.9589 
6.55965 -2.06935 11.9861 13.6113 
6.62865 0.165438 12.5955 13.6376 
6.7015 2.99451 12.7673 14.1043 
6.77012 -5.54958 12.525 13.2281 
6.84234 -0.334975 12.4401 13.1752 
6.91264 -3.98733 12.9995 12.5759 
6.98522 -0.940272 12.5437 12.4304 
7.05837 0.648531 12.3303 12.5319 
7.1271 0.899166 12.6238 12.6685 
7.19826 0 13.1272 12.6685 
7.26794 -7.73028 13.0823 11.5485 
7.33723 1.6693 13.2022 11.7867 
7.40864 -0.788965 13.3738 11.6762 
7.48152 -0.946778 12.8997 11.5395 
7.55119 -3.53122 13.0005 11.0366 
7.61893 0.679753 13.5029 11.1293 
7.68794 -3.52667 13.6641 10.6569 
7.757 2.4029 13.5753 10.9791 
7.82658 4.92076 13.548 11.6366 
7.89791 -6.54605 13.4904 10.763 
7.96895 -0.46143 13.3086 10.701 
8.04214 0.867345 13.413 10.8161 
8.11471 -2.41024 12.8815 10.4849 
8.18621 3.96918 13.7681 10.9925 
8.25665 -5.05631 13.4576 10.3346 
8.32786 -1.84512 13.4658 10.096 
8.39822 0.408353 13.3096 10.1491 
8.47052 1.60758 13.9218 10.3481 
8.54335 1.39752 13.5721 10.5246 
8.61429 -3.791 13.5435 10.0474 
8.6862 -3.35406 14.0031 9.64115 
8.7578 -0.350406 13.3881 9.597 
8.83143 4.88761 13.7565 10.1932 
8.90076 -2.34948 13.6533 9.90595 
8.97422 0.920401 13.8008 10.0167 
9.04741 -7.50317 14.1023 9.13744 
9.11943 3.70228 13.3754 9.5925 
9.19019 4.76964 13.9072 10.1536 
9.2664 -2.08575 13.9666 9.91047 
9.33433 -1.4511 13.6653 9.73843 
9.40812 5.82092 14.2623 10.3967 
9.47822 -5.94599 14.3053 9.72943 
9.54978 8.87978 14.4752 10.71 
9.62439 -7.38178 13.9958 9.87085 
9.69429 -1.14345 13.6729 9.73843 
9.76318 1.67294 14.9396 9.91498 
9.83457 1.69163 14.6711 10.096 
9.90696 -3.73981 14.3892 9.68979 
9.97971 3.88138 14.3914 10.1095 
10.0496 -5.95613 14.2076 9.46005 
10.1206 -0.899293 14.947 9.36724 
10.1917 10.99 14.5326 10.529 
10.2633 -9.51549 15.0516 9.56182 
10.3345 -1.73296 14.2219 9.37622 
10.4049 0.853399 14.6555 9.46454 
10.4764 3.41323 15.5577 9.79602 
10.5462 0.805592 14.4633 9.87984 
10.6175 -4.93976 15.6554 9.4069 
10.6965 0.127976 14.1646 9.42038 
10.777 -1.83729 13.4052 9.21675 
10.856 -2.44897 13.4396 8.94727 
10.9366 -3.76375 13.3294 8.53164 
11.0145 8.01795 13.2879 9.41589 
11.0949 -6.26734 13.8792 8.75706 
11.1756 6.05357 13.4398 9.4114 
11.2564 -4.66819 13.401 8.90759 
11.3354 1.34343 13.672 9.0491 
11.4154 -0.461548 13.6002 9.00043 
11.4953 -8.52185 13.6826 8.11136 
11.574 6.35897 13.7118 8.77055 
11.6533 -5.94281 13.8788 8.16457 
11.734 0.4346 13.8539 8.20877 
11.8145 -7.68997 13.6934 7.42107 

