0.016707 34.7707 
0.0776935 34.7559 
0.138848 34.7343 
0.200298 34.7235 
0.261923 34.7195 
0.323886 34.7316 
0.386367 34.7384 
0.448467 34.7653 
0.511601 34.7897 
0.573967 34.8248 
0.637201 34.8655 
0.70052 34.9063 
0.762926 34.9567 
0.826017 35.0072 
0.890044 35.0661 
0.954277 35.1335 
1.01963 35.208 
1.08857 35.2883 
1.15586 35.3564 
1.22072 35.4346 
1.28609 35.5215 
1.35108 35.5961 
1.4188 35.688 
1.48537 35.7832 
1.55194 35.8317 
1.61787 35.9348 
1.68544 36.0111 
1.75271 36.0775 
1.81862 36.1253 
1.88769 36.2198 
1.9552 36.2767 
2.02517 36.3235 
2.09174 36.3764 
2.1575 36.419 
2.22543 36.4721 
2.2945 36.5091 
2.36097 36.5268 
2.42753 36.5609 
2.49605 36.5921 
2.56325 36.604 
2.62901 36.6204 
2.69642 36.6248 
2.76321 36.6263 
2.83278 36.6338 
2.90135 36.6338 
2.96889 36.6367 
3.03637 36.6382 
3.10379 36.6293 
3.17174 36.6323 
3.23861 36.6144 
3.30516 36.6099 
3.37141 36.5995 
3.43921 36.5787 
3.50743 36.5758 
3.57579 36.558 
3.64354 36.5357 
3.71249 36.5283 
3.78027 36.5105 
3.84715 36.5031 
3.91884 36.4898 
3.98488 36.4913 
4.05286 36.4618 
4.12287 36.4529 
4.19148 36.4352 
4.26271 36.4338 
4.33272 36.419 
4.40198 36.4072 
4.47179 36.4043 
4.54146 36.3911 
4.61282 36.3822 
4.68322 36.369 
4.75572 36.3646 
4.82495 36.3631 
4.8925 36.3617 
4.96288 36.347 
5.03056 36.3426 
5.1031 36.3323 
5.17484 36.3353 
5.24381 36.3323 
5.31435 36.3397 
5.38405 36.3353 
5.45478 36.3235 
5.52717 36.3367 
5.59874 36.3279 
5.66776 36.3191 
5.73628 36.3279 
5.80604 36.3309 
5.87445 36.3397 
5.94687 36.3323 
6.01691 36.3382 
6.08849 36.3367 
6.16022 36.3455 
6.22909 36.3382 
6.29913 36.3367 
6.37019 36.3367 
6.44023 36.3411 
6.51356 36.3529 
6.58365 36.3441 
6.65313 36.3455 
6.72426 36.3514 
6.79619 36.3455 
6.8653 36.3631 
6.93722 36.3676 
7.01071 36.3617 
7.08278 36.3646 
7.15236 36.3778 
7.22245 36.3778 
7.29216 36.3734 
7.36122 36.3661 
7.43309 36.3764 
7.50466 36.3867 
7.5738 36.3837 
7.64235 36.3852 
7.71158 36.3749 
7.7812 36.3778 
7.85134 36.3881 
7.92269 36.3867 
7.99372 36.394 
8.06793 36.3867 
8.1376 36.3852 
8.2091 36.3955 
8.28078 36.3999 
8.35353 36.3955 
8.42331 36.3617 
8.49511 36.3925 
8.56727 36.3984 
8.63729 36.4058 
8.71073 36.3999 
8.78243 36.4014 
8.85489 36.3955 
8.92679 36.4014 
8.99734 36.4058 
9.07195 36.4072 
9.14393 36.3925 
9.21582 36.3999 
9.2895 36.3999 
9.36032 36.4014 
9.43113 36.4043 
9.50132 36.4028 
9.57412 36.4043 
9.64888 36.4072 
9.71748 36.3896 
9.78754 36.3911 
9.85918 36.4014 
9.931 36.4087 
10.004 36.4043 
10.0735 36.4058 
10.1452 36.3955 
10.2147 36.4117 
10.2884 36.4072 
10.3601 36.4131 
10.4278 36.4087 
10.5009 36.4102 
10.5686 36.4102 
10.6436 36.4131 
10.723 36.4087 
10.8025 36.4161 
10.8829 36.4249 
10.9637 36.4117 
11.0414 36.4176 
11.1217 36.4087 
11.2026 36.4131 
11.282 36.4279 
11.3621 36.4205 
11.442 36.4308 
11.5218 36.422 
11.6009 36.4323 
11.6803 36.4249 
11.7609 36.4426 

