0.0541453 0 
0.116244 0 
0.178401 0 
0.240504 0 
0.302653 0 
0.364758 0 
0.426929 0 
0.489105 0 
0.551331 0 
0.613494 0 
0.67565 0 
0.737786 0 
0.800046 0 
0.862215 0 
0.924469 0 
0.986685 0 
1.04896 0 
1.11106 100 
1.17321 100 
1.23535 100 
1.29753 100 
1.35973 100 
1.42188 100 
1.48402 100 
1.54617 100 
1.60838 100 
1.67064 0 
1.73283 0 
1.79516 0 
1.85742 0 
1.92014 0 
1.98249 0 
2.04474 0 
2.1071 0 
2.16922 0 
2.23143 0 
2.29363 0 
2.35595 0 
2.41824 0 
2.48041 0 
2.54259 0 
2.60471 0 
2.66692 0 
2.72907 0 
2.79124 0 
2.85344 0 
2.91561 0 
2.9778 0 
3.03996 0 
3.10217 0 
3.16549 0 
3.22777 0 
3.29005 0 
3.35226 0 
3.41453 0 
3.47678 0 
3.53897 0 
3.6012 0 
3.66345 0 
3.7258 0 
3.78813 0 
3.85046 0 
3.91264 0 
3.97492 0 
4.03719 100 
4.09959 100 
4.16198 100 
4.2244 100 
4.28686 100 
4.34932 100 
4.41174 100 
4.47425 100 
4.53671 100 
4.59904 100 
4.66146 100 
4.72379 100 
4.7862 100 
4.84852 100 
4.91094 100 
4.97331 100 
5.03564 100 
5.09806 100 
5.16036 100 
5.22272 100 
5.28518 100 
5.34752 100 
5.40985 100 
5.47218 100 
5.5346 100 
5.59698 100 
5.65943 100 
5.72183 100 
5.78424 100 
5.84668 100 
5.90912 100 
5.97158 100 
6.03401 100 
6.09652 100 
6.15898 100 
6.22139 100 
6.28384 100 
6.34631 100 
6.40878 100 
6.47145 100 
6.53392 100 
6.59643 100 
6.6589 100 
6.7213 100 
6.78372 100 
6.84617 100 
6.90864 100 
6.97136 0 
7.03393 0 
7.09658 0 
7.15926 0 
7.22186 0 
7.28445 0 
7.34704 0 
7.4112 0 
7.47393 0 
7.53653 0 
7.59938 0 
7.66199 0 
7.72458 0 
7.78732 0 
7.85 0 
7.91253 0 
7.97511 0 
8.03772 0 
8.1004 0 
8.16305 0 
8.22581 0 
8.28866 0 
8.35133 0 
8.41393 0 
8.47666 0 
8.5394 0 
8.60237 0 
8.66506 0 
8.72775 0 
8.79061 0 
8.8534 0 
8.91625 0 
8.97898 0 
9.04158 0 
9.10452 0 
9.16763 0 
9.23067 0 
9.29366 0 
9.35669 0 
9.41979 0 
9.48273 0 
9.54569 0 
9.60891 0 
9.67193 0 
9.73485 0 
9.79798 0 
9.86129 0 
9.92441 0 
9.98749 0 
10.0507 0 
10.1139 0 
10.1769 0 
10.2403 0 
10.3033 0 
10.3664 0 
10.4293 0 
10.4927 0 
10.5557 0 
10.6185 0 
10.6818 0 
10.745 0 
10.8084 0 
10.8716 0 
10.9345 0 
10.9975 0 
11.0609 0 
11.1238 0 
11.1868 0 
11.2499 0 
11.3133 0 
11.3769 0 
11.4405 0 
11.5038 0 
11.5669 0 
11.6303 0 
11.6938 0 
11.7573 0 
11.8207 0 
11.8841 0 
11.9477 0 
12.0113 0 
12.0747 0 
12.1384 0 
12.202 0 
12.267 0 
12.331 3.78976 

