0.050118 31.2538 37.5 
0.106771 31.2599 37.5 
0.163521 31.2655 37.5 
0.220189 31.2678 37.5 
0.276859 31.275 37.5 
0.333365 31.293 37.5 
0.389935 31.3104 37.5 
0.44642 31.334 37.5 
0.503062 31.3604 37.5 
0.559543 31.3965 37.5 
0.616019 31.4372 37.5 
0.672603 31.4746 37.5 
0.729224 31.5239 37.5 
0.785727 31.5672 37.5 
0.842359 31.6214 37.5 
0.898894 31.666 37.5 
0.955534 31.7205 37.5 
1.01216 31.7924 37.5 
1.06876 31.8363 37.5 
1.12554 31.8999 37.5 
1.18215 31.9662 37.5 
1.23871 32.0286 37.5 
1.29541 32.0929 37.5 
1.35209 32.191 37.5 
1.40882 32.2524 37.5 
1.46533 32.3264 37.5 
1.52211 32.4055 37.5 
1.57878 32.4777 37.5 
1.63544 32.5436 37.5 
1.69213 32.629 37.5 
1.7487 32.7221 37.5 
1.80535 32.815 37.5 
1.86194 32.8883 37.5 
1.91858 32.9863 37.5 
1.97524 33.0639 37.5 
2.0319 33.1598 37.5 
2.08858 33.2387 37.5 
2.14526 33.3267 37.5 
2.20187 33.4033 37.5 
2.25848 33.5052 37.5 
2.3151 33.594 37.5 
2.37181 33.697 37.5 
2.42839 33.775 37.5 
2.48491 33.8771 37.5 
2.54155 33.9559 37.5 
2.59821 34.0402 37.5 
2.65481 34.13 37.5 
2.71153 34.2145 37.5 
2.76809 34.3388 37.5 
2.82478 34.4049 37.5 
2.88138 34.5185 37.5 
2.93801 34.6127 37.5 
2.99469 34.7081 37.5 
3.05133 34.7917 37.5 
3.10872 34.89 37.5 
3.16543 34.9642 37.5 
3.22205 35.0634 37.5 
3.2787 35.1617 37.5 
3.33545 35.2668 37.5 
3.39218 35.346 37.5 
3.4489 35.4717 37.5 
3.50548 35.5412 37.5 
3.56211 35.6519 37.5 
3.6187 35.7406 37.5 
3.67664 35.8282 37.5 
3.73415 35.9456 37.5 
3.79174 36.0277 37.5 
3.84918 36.145 37.5 
3.90578 36.2176 37.5 
3.96245 36.331 37.5 
4.01907 36.3882 37.5 
4.07572 36.5114 37.5 
4.13392 36.5722 37.5 
4.19051 36.6935 37.5 
4.24784 36.7564 37.5 
4.30445 36.8941 37.5 
4.36147 36.9515 37.5 
4.41817 37.057 37.5 
4.47573 37.1463 37.5 
4.53396 37.246 37.5 
4.59184 37.33 37.5 
4.64941 37.4222 37.5 
4.70604 37.5092 37.5 
4.76271 37.5983 37.5 
4.81944 37.7129 37.5 
4.87669 37.754 37.5 
4.93321 37.8624 37.5 
4.99003 37.9375 37.5 
5.04665 38.0045 37.5 
5.10329 38.0893 37.5 
5.15994 38.1249 37.5 
5.21662 38.1967 37.5 
5.27331 38.2436 37.5 
5.33047 38.2901 37.5 
5.38868 38.3209 37.5 
5.44538 38.3373 37.5 
5.50215 38.3733 37.5 
5.55942 38.4087 37.5 
5.61669 38.4209 37.5 
5.6742 38.4563 37.5 
5.73094 38.4703 37.5 
5.78765 38.4826 37.5 
5.84515 38.4869 37.5 
5.90198 38.5035 37.5 
5.95874 38.4871 37.5 
6.01542 38.5079 37.5 
6.07209 38.4965 37.5 
6.12874 38.5065 37.5 
6.18551 38.501 37.5 
6.24298 38.5011 37.5 
6.30011 38.4874 37.5 
6.35674 38.4726 37.5 
6.41496 38.4688 37.5 
6.47162 38.4573 37.5 
6.52921 38.433 37.5 
6.58589 38.411 37.5 
6.64254 38.3972 37.5 
6.7 38.3975 37.5 
6.75674 38.3673 37.5 
6.8143 38.3415 37.5 
6.8716 38.322 37.5 
6.92828 38.306 37.5 
6.98578 38.2914 37.5 
7.04239 38.2551 37.5 
7.09912 38.2349 37.5 
7.1566 38.2074 37.5 
7.21405 38.1906 37.5 
7.27255 38.1566 37.5 
7.32924 38.1278 37.5 
7.38775 38.1087 37.5 
7.44518 38.083 37.5 
7.50183 38.0566 37.5 
7.55927 38.0262 37.5 
7.61675 37.9839 37.5 
7.67438 37.9591 37.5 
7.73288 37.9401 37.5 
7.79031 37.9091 37.5 
7.84757 37.8702 37.5 
7.90418 37.8384 37.5 
7.96202 37.8155 37.5 
8.01956 37.7751 37.5 
8.07628 37.7453 37.5 
8.13387 37.7114 37.5 
8.19305 37.6823 37.5 
8.24972 37.658 37.5 
8.30724 37.6258 37.5 
8.3639 37.5976 37.5 
8.42146 37.5554 37.5 
8.47818 37.5367 37.5 
8.5367 37.5047 37.5 
8.59398 37.4883 37.5 
8.65139 37.4618 37.5 
8.70893 37.4275 37.5 
8.7656 37.4035 37.5 
8.82309 37.388 37.5 
8.88098 37.357 37.5 
8.94057 37.3416 37.5 
8.99846 37.3252 37.5 
9.05685 37.2989 37.5 
9.1151 37.2996 37.5 
9.17262 37.2887 37.5 
9.23051 37.2763 37.5 
9.28897 37.2708 37.5 
9.3473 37.2677 37.5 
9.40441 37.2716 37.5 
9.46335 37.257 37.5 
9.52073 37.2507 37.5 
9.57745 37.2432 37.5 
9.63552 37.23 37.5 
9.6939 37.2085 37.5 
9.75219 37.2009 37.5 
9.80974 37.1732 37.5 
9.86806 37.1679 37.5 
9.92549 37.1549 37.5 
9.9832 37.1472 37.5 
10.0433 37.1424 37.5 
10.1006 37.1456 37.5 
10.1595 37.1217 37.5 
10.2176 37.1202 37.5 
10.2769 37.1201 37.5 
10.3375 37.1139 37.5 
10.3952 37.1223 37.5 
10.4551 37.1231 37.5 
10.514 37.1338 37.5 
10.5722 37.1207 37.5 
10.6308 37.1207 37.5 
10.6877 37.123 37.5 
10.7457 37.1192 37.5 
10.8026 37.1046 37.5 
10.8608 37.1077 37.5 
10.9184 37.0879 37.5 
10.9758 37.0924 37.5 
11.035 37.0863 37.5 
11.0929 37.087 37.5 
11.1512 37.0924 37.5 
11.2108 37.0762 37.5 
11.2693 37.0839 37.5 
11.3281 37.0724 37.5 
11.3864 37.0815 37.5 
11.4458 37.0967 37.5 
11.5034 37.0983 37.5 
11.5619 37.0906 37.5 
11.6232 37.0988 37.5 
11.6814 37.1089 37.5 
11.7398 37.1035 37.5 
11.7999 37.0982 37.5 
11.8584 37.1089 37.5 
11.9172 37.099 37.5 
11.9764 37.0945 37.5 
12.0339 37.0869 37.5 
12.0923 37.0814 37.5 
12.1506 37.0777 37.5 
12.2088 37.0504 37.5 
12.2664 37.0573 37.5 
12.3258 37.0443 37.5 
12.3854 37.0488 37.5 
12.4437 37.0426 37.5 
12.5022 37.0433 37.5 
12.562 37.0487 37.5 
12.6217 37.0356 37.5 
12.68 37.0448 37.5 
12.7397 37.0418 37.5 
