0.0501151 35.4512 37.5 
0.111105 35.4306 37.5 
0.17226 35.4053 37.5 
0.233711 35.3487 37.5 
0.295334 35.379 37.5 
0.357302 35.3858 37.5 
0.419773 35.3997 37.5 
0.481872 35.4211 37.5 
0.545018 35.4435 37.5 
0.607379 35.4784 37.5 
0.670606 35.5248 37.5 
0.733926 35.5692 37.5 
0.796332 35.6242 37.5 
0.859423 35.6816 37.5 
0.923461 35.7492 37.5 
0.987686 35.817 37.5 
1.05305 35.8922 37.5 
1.12199 35.9764 37.5 
1.18927 36.0682 37.5 
1.25415 36.1696 37.5 
1.31951 36.2494 37.5 
1.3845 36.3263 37.5 
1.45222 36.441 37.5 
1.51877 36.5302 37.5 
1.58536 36.597 37.5 
1.65128 36.7026 37.5 
1.71884 36.7942 37.5 
1.78612 36.8686 37.5 
1.85203 36.9424 37.5 
1.92111 37.0279 37.5 
1.98861 37.1103 37.5 
2.05859 37.1844 37.5 
2.12516 37.2289 37.5 
2.19091 37.2892 37.5 
2.25885 37.3394 37.5 
2.32791 37.3986 37.5 
2.39439 37.4252 37.5 
2.46095 37.4664 37.5 
2.52946 37.4974 37.5 
2.59667 37.5317 37.5 
2.66244 37.545 37.5 
2.72984 37.5546 37.5 
2.79662 37.5603 37.5 
2.8662 37.5747 37.5 
2.93477 37.5836 37.5 
3.0023 37.5858 37.5 
3.06978 37.5958 37.5 
3.13722 37.5835 37.5 
3.20515 37.5826 37.5 
3.27202 37.5656 37.5 
3.33857 37.5626 37.5 
3.40484 37.5625 37.5 
3.47262 37.5312 37.5 
3.54084 37.5291 37.5 
3.60921 37.5053 37.5 
3.67695 37.493 37.5 
3.74591 37.4844 37.5 
3.81368 37.4735 37.5 
3.88057 37.4525 37.5 
3.95227 37.4362 37.5 
4.0183 37.4378 37.5 
4.08628 37.4174 37.5 
4.15629 37.4027 37.5 
4.2249 37.3864 37.5 
4.29614 37.3738 37.5 
4.36614 37.3566 37.5 
4.4354 37.3514 37.5 
4.50522 37.3249 37.5 
4.57489 37.3272 37.5 
4.64624 37.303 37.5 
4.71664 37.3007 37.5 
4.78913 37.2922 37.5 
4.85837 37.2974 37.5 
4.92592 37.2771 37.5 
4.99629 37.2696 37.5 
5.06398 37.2713 37.5 
5.13651 37.2588 37.5 
5.20826 37.2643 37.5 
5.27723 37.2551 37.5 
5.34777 37.2565 37.5 
5.41746 37.2604 37.5 
5.48819 37.2618 37.5 
5.56059 37.2578 37.5 
5.63216 37.2503 37.5 
5.70118 37.2481 37.5 
5.76971 37.2557 37.5 
5.83948 37.2486 37.5 
5.90789 37.2594 37.5 
5.98028 37.258 37.5 
6.05033 37.2609 37.5 
6.12193 37.2671 37.5 
6.19365 37.2649 37.5 
6.2625 37.2546 37.5 
6.33256 37.2607 37.5 
6.40361 37.2748 37.5 
6.47366 37.2674 37.5 
6.54698 37.2731 37.5 
6.61708 37.2727 37.5 
6.68655 37.2649 37.5 
6.75768 37.2795 37.5 
6.82961 37.2804 37.5 
6.89873 37.2904 37.5 
6.97066 37.2928 37.5 
7.04411 37.2911 37.5 
7.11621 37.2889 37.5 
7.18578 37.2889 37.5 
7.25588 37.3075 37.5 
7.32558 37.3036 37.5 
7.39465 37.3054 37.5 
7.46652 37.3077 37.5 
7.53808 37.3161 37.5 
7.60723 37.3145 37.5 
7.67578 37.3224 37.5 
7.74499 37.317 37.5 
7.81461 37.3061 37.5 
7.88477 37.3206 37.5 
7.95612 37.3217 37.5 
8.02714 37.3197 37.5 
8.10135 37.3253 37.5 
8.17103 37.3168 37.5 
8.24253 37.3278 37.5 
8.3142 37.3317 37.5 
8.38695 37.3308 37.5 
8.45673 37.3275 37.5 
8.52852 37.3246 37.5 
8.60071 37.3325 37.5 
8.67072 37.3393 37.5 
8.74414 37.3401 37.5 
8.81586 37.3301 37.5 
8.8883 37.3349 37.5 
8.96022 37.3331 37.5 
9.03075 37.3477 37.5 
9.10538 37.3401 37.5 
9.17735 37.3308 37.5 
9.24924 37.3348 37.5 
9.32292 37.3377 37.5 
9.39375 37.3267 37.5 
9.46455 37.3378 37.5 
9.53473 37.3215 37.5 
9.60755 37.3355 37.5 
9.68229 37.3377 37.5 
9.75091 37.3348 37.5 
9.82096 37.3317 37.5 
9.89259 37.3385 37.5 
9.96443 37.3315 37.5 
10.0374 37.3423 37.5 
10.1069 37.3439 37.5 
10.1787 37.3245 37.5 
10.2481 37.3406 37.5 
10.3218 37.3437 37.5 
10.3935 37.3423 37.5 
10.4612 37.3367 37.5 
10.5343 37.3353 37.5 
10.602 37.3432 37.5 
10.677 37.343 37.5 
10.7564 37.3464 37.5 
10.8359 37.3509 37.5 
10.9163 37.3578 37.5 
10.9972 37.3431 37.5 
11.0748 37.354 37.5 
11.1552 37.3431 37.5 
11.236 37.3515 37.5 
11.3155 37.3492 37.5 
11.3956 37.35 37.5 
11.4754 37.3648 37.5 
11.5553 37.3538 37.5 
11.6343 37.3639 37.5 
11.7138 37.3632 37.5 
11.7943 37.3763 37.5 

