0.0485536,100,
0.104526,100,
0.164051,100,
0.223478,100,
0.281867,100,
0.334842,100,
0.389095,100,
0.443719,100,
0.501308,100,
0.55974,100,
0.617629,100,
0.676008,100,
0.735334,100,
0.791966,100,
0.850303,100,
0.908922,100,
0.969083,100,
1.02431,100,
1.08371,100,
1.14303,100,
1.20518,100,
1.26078,100,
1.32373,100,
1.38186,98.9614,
1.43843,58.7869,
1.49618,100,
1.5586,100,
1.61919,79.8033,
1.67896,91.8311,
1.73811,100,
1.79576,100,
1.8595,87.6116,
1.92219,73.7578,
1.98122,61.9927,
2.04592,80.5269,
2.11278,63.1917,
2.17825,39.7081,
2.24319,46.9357,
2.30567,100,
2.37004,40.627,
2.43731,45.8538,
2.49728,8.76097,
2.56018,7.14211,
2.62329,97.5468,
2.68422,48.9301,
2.74906,63.8372,
2.81648,23.6967,
2.88332,9.07609,
2.95164,26.1921,
3.01681,65.8006,
3.08448,32.1233,
3.14737,22.827,
3.21665,11.4172,
3.28465,48.7767,
3.34943,0,
3.41599,66.6896,
3.48505,0,
3.55337,37.4007,
3.62182,40.0517,
3.68902,0,
3.76042,25.3288,
3.83351,27.1256,
3.90548,10.8598,
3.97642,33.1335,
4.04514,0,
4.11325,35.1959,
4.18055,18.0169,
4.25221,26.5968,
4.32458,0,
4.3878,15.4675,
4.45078,69.6004,
4.5255,0,
4.59255,36.9916,
4.656,30.6634,
4.72577,0,
4.79257,15.0548,
4.86393,0,
4.93749,0,
5.00268,54.3529,
5.07388,0,
5.14923,37.7649,
5.21355,19.9117,
5.28538,0,
5.35257,6.86727,
5.42025,3.26457,
5.49075,54.088,
5.56462,0,
5.6337,17.3797,
5.7251,0,
5.79458,64.5792,
5.8705,0,
5.9403,2.31038,
6.00862,22.4896,
6.07536,44.652,
6.15077,0,
6.22693,25.9936,
6.29522,9.76255,
6.35805,0,
6.42868,0,
6.49515,35.051,
6.56537,0,
6.63731,17.9122,
6.70951,0,
6.77889,2.48501,
6.8739,0.217384,
6.94168,51.6232,
7.02397,4.28915,
7.0954,54.6266,
7.16048,0,
7.23509,31.1075,
7.30662,19.9124,
7.37919,0,
7.44942,32.3755,
7.52516,0,
7.59647,0,
7.66348,29.9199,
7.73612,0,
7.80799,0,
7.8725,17.4938,
7.94035,40.1729,
8.01855,0,
8.0865,24.2887,
8.16015,10.6592,
8.23843,0,
8.31302,34.3035,
8.39029,0,
8.45926,0,
8.52879,6.27746,
8.59688,34.874,
8.67132,0,
8.75035,36.1721,
8.82599,0,
8.90148,0,
8.97582,0,
9.05074,0.203108,
9.12361,14.0465,
9.20058,14.5942,
9.26835,34.82,
9.34931,10.1522,
9.42731,0,
9.49915,8.73732,
9.57839,0,
9.65138,0,
9.72401,22.3264,
9.80395,0,
9.87355,39.3786,
9.95035,24.6193,
10.0236,0,
10.0953,16.1751,
10.1649,6.83337,
10.2426,0,
10.3151,15.1982,
10.3911,3.20562,
10.4633,0,
10.5304,37.9015,
10.6077,29.6593,
10.6826,0,
10.7614,19.922,
10.8361,14.4631,
10.9075,13.6369,
10.9767,0,
11.0551,0,
11.1269,25.9659,
11.1977,24.2273,
11.2746,0,
11.3539,1.30835,
11.4284,0,
11.5096,2.99263,
11.5846,54.1153,
11.6599,0,
11.7452,0,
11.8131,11.8814,
11.8848,16.4781,
11.9594,0,
12.0339,33.9455,
12.1095,2.5489,
12.2093,12.5096,
12.3055,0,
12.3841,0,
12.4646,49.3359,
12.5407,3.1985,
12.6234,0,
12.6959,0,
12.7796,2.1802,
12.9166,39.3003,
12.9923,7.22385,
13.0703,0,
13.1508,0,
13.231,24.5711,
13.3105,0,
13.386,8.01612,
13.4574,8.53388,
13.5313,75.4131,
13.6066,0,
13.677,46.4319,
13.7459,0,
13.8223,0,
13.8948,17.9106,
13.9751,15.0665,
14.0501,0,
14.1295,0,
14.208,0.528513,
14.2825,10.4765,
14.3595,22.9789,
14.4581,0,
14.5355,2.0747,
14.6118,10.9873,
14.6929,5.55281,
14.7655,8.49602,
14.8438,23.482,
14.9264,7.0671,
15.0022,26.7034,
15.078,0,
15.1532,0,
15.2318,0,
15.3157,33.4061,
15.39,0,
15.4686,4.86443,
15.5491,10.2358,
15.6293,14.5707,
15.7053,23.4833,
15.7891,0,
15.8596,0,
15.9387,14.3631,
16.0176,19.244,
16.0935,0,
16.1741,2.5128,
16.2617,6.95988,
16.339,26.9761,
16.4387,23.0688,
16.5431,0,
16.6249,0,
16.7099,6.10235,
16.7948,9.56462,
16.8714,11.3989,
16.9536,13.4174,
17.0354,9.30781,
17.1149,24.6279,
17.1963,2.71549,
17.2984,5.21675,
17.3741,0,
17.4522,17.6672,
17.5349,30.1179,
17.618,0,
17.7045,38.7359,
17.7876,0,
17.8709,10.9335,
17.9509,0,
18.0227,17.6776,
18.1009,0,
18.1822,8.19515,
18.2576,3.25024,
18.3418,10.0628,
18.4324,9.99619,
18.51,11.9908,
18.5904,8.1018,
18.6785,0,
18.7568,18.5782,
18.8417,13.9379,
18.9187,28.8794,
18.9978,0,
19.0763,17.5672,
19.155,6.398,
19.2412,4.45991,
19.3384,31.65,
19.4195,0,
19.4983,14.5544,
19.5743,6.94193,
19.6667,0,
19.7488,7.51846,
19.8346,49.7315,
19.9176,0,
19.9986,0.0228154,
20.0858,0,
20.1683,19.805,
20.2479,37.6601,
20.3272,0,
20.4178,4.66363,
20.5,0,
20.5837,17.4992,
20.6655,0,
20.7477,5.75426,
20.8197,30.1167,
20.8998,0,
20.9795,20.6743,
21.0578,14.1391,
21.1329,6.26976,
21.2146,0,
21.2934,0,
21.3718,16.6677,
21.4556,25.2921,
21.5524,0,
21.6351,2.55088,
21.7175,8.91511,
21.796,0,
21.8797,29.8785,
21.96,16.1275,
22.0472,0,
22.1328,0,
22.2136,25.4622,
22.2891,0,
22.3671,5.63477,
22.4497,6.61401,
22.5324,27.6335,
22.6197,0,
22.6995,0,
22.7806,15.1927,
22.8594,9.45353,
22.9417,25.2896,
23.0204,0,
23.1259,15.2785,
23.2017,18.4826,
23.2904,0,
23.3717,0,
23.4492,10.4297,
23.5355,15.7471,
23.6201,10.0819,
23.7159,0,
23.8003,22.1499,
23.878,10.9419,
