0.0889572,0,1.03589,310.766,
0.164828,0.614846,1.78574,310.804,
0.240641,-16.7349,3.20863,309.948,
0.316449,-30.1076,4.23389,308.406,
0.39226,-43.9527,5.25779,306.157,
0.468089,-48.354,6.26863,303.682,
0.543848,-59.2767,7.27034,300.647,
0.619703,-56.4805,8.26609,297.757,
0.695501,-78.9616,9.24036,293.714,
0.771375,-74.99,10.2034,289.874,
0.847205,-77.8478,11.1631,285.889,
0.923031,-81.7554,12.0936,281.701,
0.998949,-87.246,13.0245,277.235,
1.07477,-87.3872,13.9191,272.756,
1.15071,-90.2765,14.828,268.135,
1.22658,-92.8607,15.6717,263.37,
1.30233,-92.8604,16.5809,258.619,
1.37847,-79.478,17.4326,254.554,
1.45468,-109.919,18.1171,248.884,
1.53052,-99.9703,19.027,243.756,
1.60647,-99.8144,19.8452,238.641,
1.68239,-100.618,20.61,233.481,
1.75826,-99.2681,21.3822,228.394,
1.83415,-101.124,22.1302,223.212,

